key,m,z,b,x
12424,1|4,0|0,0|0,0|0
10950,2|4,1|1,0|0,0|0
11881,1|3,0|0,0|0,0|0
10000389,5|5,3|3,0|1,0|2
1240,2|4,1|1,0|0,0|1
10000900,5|5,1|1,0|0,1|1
6677,2|4,0|0,0|0,0|0
9573,2|4,2|2,0|0,0|0
7894,1|4,0|0,0|0,0|1
8697,1|2,0|0,0|0,0|2
1234,3|5,0|1,0|0,1|2
2156,1|1,1|1,0|0,0|0
10918,0|2,0|0,0|1,1|1
10937,0|7,0|2,1|1,3|3
10927,0|1,0|0,0|0,0|0
11396,3|4,0|0,0|0,1|1
13999,0|2,0|0,0|0,1|1
11399,2|2,0|0,0|0,1|1
15237,0|3,0|2,0|0,0|1
13437,0|1,0|0,0|0,1|1
14025,0|2,0|0,1|1,1|1
13002,1|3,0|0,0|0,0|0
12958,0|2,0|0,0|0,0|0
14011,2|3,0|1,0|0,2|2
13438,3|3,1|1,0|0,1|1
12952,0|3,0|1,0|0,0|0
15243,0|3,0|0,0|1,1|2
11385,1|4,0|0,0|0,0|0
13986,2|3,0|0,0|0,0|0
11842,0|4,0|0,0|0,0|0
14595,0|2,0|1,0|0,0|0
13452,1|3,1|1,0|0,0|0
13464,0|2,0|2,0|0,0|0
17242,0|3,0|0,0|0,0|1
19442,2|2,0|0,0|0,1|1
20806,1|4,0|1,0|1,0|0
11393,1|3,0|0,0|0,0|0
12977,0|2,0|0,0|0,0|0
13995,0|2,0|0,0|0,0|0
5154,3|3,0|0,0|0,1|1
15209,3|3,0|0,0|0,1|1
1237,1|4,0|2,0|2,0|0
10000508,6|6,1|1,0|1,1|1
8688,0|1,0|0,1|1,0|1
7100,0|2,0|0,0|1,1|1
9149,0|2,0|0,1|1,0|0
8252,0|0,0|0,1|1,0|0
898,6|6,0|0,0|0,2|2
10000493,4|4,1|1,0|0,1|3
5510,1|2,0|1,1|1,0|0
5929,0|8,0|1,0|0,0|0
5523,0|3,0|1,0|0,0|1
14013,1|2,0|1,0|0,1|1
11844,1|1,1|1,0|0,1|1
14004,0|1,0|1,0|1,0|0
11405,0|1,2|2,0|0,2|2
10455,3|5,1|1,3|5,0|0
15234,1|6,0|1,1|1,0|0
10440,0|6,0|1,0|0,0|0
11389,6|6,1|1,0|0,0|0
11853,0|2,0|1,0|0,0|0
12945,0|2,0|1,0|0,0|1
15194,1|1,1|1,0|0,0|0
14568,1|2,1|1,0|0,1|1
10450,0|3,0|2,1|3,1|2
15213,1|6,0|2,0|0,0|0
14581,1|2,1|2,1|1,0|0
15226,0|1,0|1,0|0,0|0
15225,0|0,0|0,0|0,1|1
14596,0|1,0|0,0|0,2|2
15854,1|2,0|0,0|0,0|0
17228,4|4,1|1,0|0,1|1
15890,3|4,1|1,0|2,0|0
15866,1|3,0|1,0|3,3|3
16541,1|5,0|1,0|0,3|3
9575,2|2,0|0,0|0,0|0
7472,0|2,0|0,0|0,1|2
19465,1|2,0|0,0|0,0|1
22174,0|1,0|0,1|1,0|1
22183,0|0,0|0,0|0,0|1
527,5|6,1|1,0|1,0|0
7061,2|3,0|1,0|0,0|0
7860,1|1,1|1,0|0,2|2
6277,3|5,1|2,0|0,2|2
7460,1|5,0|0,0|0,2|2
6320,2|3,0|0,0|0,0|0
7080,0|1,0|0,0|0,0|0
8261,3|5,0|0,0|0,0|0
6703,0|2,0|0,0|0,1|1
8283,3|3,0|0,1|1,3|3
6686,1|1,0|0,0|0,0|0
8269,2|2,0|0,0|0,0|0
7462,6|6,0|1,0|0,0|0
15876,0|6,0|0,0|2,1|2
19424,3|3,0|0,0|0,0|0
11852,0|1,0|1,0|0,2|2
20147,2|2,1|1,0|0,1|1
19450,1|3,0|0,0|0,1|2
17953,1|3,0|0,1|1,2|3
15206,4|8,1|1,1|1,0|1
10466,2|5,1|1,0|0,0|0
12433,0|1,0|0,0|0,0|0
10476,0|4,0|0,0|0,0|1
13477,1|2,0|0,0|0,1|1
11888,0|5,0|0,0|0,0|0
12993,0|3,0|0,0|0,0|0
22189,1|5,0|0,0|0,0|1
20185,1|3,0|1,0|0,0|0
15905,0|3,0|0,0|0,0|0
19467,0|3,0|0,0|0,0|0
10458,1|1,0|0,0|0,1|1
11379,1|2,0|0,0|0,1|1
10452,1|5,0|0,1|3,1|1
11398,0|2,0|1,2|2,1|1
14000,0|2,0|0,0|0,0|1
13983,2|2,0|0,0|0,1|1
15238,0|3,0|0,0|0,1|1
11378,1|3,0|1,1|1,2|2
11859,1|3,0|1,0|0,3|3
14572,0|2,0|0,0|0,1|1
11375,1|1,0|0,0|0,0|1
12413,0|0,0|1,0|0,1|1
13996,2|4,0|2,0|0,2|3
11367,2|4,0|0,0|0,1|2
10472,0|1,0|1,1|1,1|1
12404,1|1,1|1,0|0,1|1
14608,1|1,0|0,1|1,1|1
10924,0|0,0|0,0|1,1|1
14020,0|4,0|0,0|0,1|1
15224,2|3,0|0,1|1,1|1
12419,0|3,0|1,0|0,2|2
10943,0|0,0|0,0|0,1|1
11382,1|2,0|0,1|1,1|1
12968,0|4,0|0,0|0,1|1
12432,0|4,0|0,0|1,1|2
12943,1|4,0|0,0|0,1|1
12423,0|1,0|0,0|1,1|1
3777,2|7,0|0,0|1,0|0
15230,0|0,0|0,1|1,0|0
3779,3|4,0|0,1|1,0|0
1864,0|6,0|1,0|1,0|0
1228,2|3,0|0,0|1,0|1
1854,2|3,0|1,0|1,0|0
11415,0|1,0|0,1|1,0|0
13461,1|1,0|1,1|1,0|0
10445,1|3,0|0,0|1,0|0
11377,1|3,0|0,1|1,0|1
11408,3|8,0|0,0|0,0|0
17247,3|5,0|1,0|0,0|0
20814,4|4,0|0,0|0,0|0
18711,2|4,1|1,0|0,1|1
17252,1|3,0|0,0|0,0|0
18704,3|5,0|0,0|0,0|0
20802,0|5,0|1,0|1,0|0
17219,2|3,1|1,1|1,0|0
20191,1|5,0|0,0|0,0|0
16550,0|2,0|2,0|0,0|1
4442,2|7,0|1,0|0,0|0
3097,1|4,0|0,0|0,0|0
4800,2|5,0|1,0|0,0|0
4801,1|3,0|0,0|0,0|1
3426,1|4,0|0,0|0,0|1
1859,3|4,0|1,0|0,0|0
10000817,1|3,1|2,0|0,0|0
520,2|3,2|2,0|0,0|0
10000828,5|5,0|0,0|0,0|0
1563,4|5,1|2,0|0,0|0
1000085,6|6,3|3,0|0,0|0
537,0|1,0|1,0|0,0|2
19448,1|4,0|0,0|0,1|1
22177,1|3,0|0,1|1,1|1
20827,1|2,0|0,0|0,1|1
18735,0|2,0|0,0|0,0|1
20187,0|4,0|0,0|0,1|2
20144,0|1,0|0,0|0,0|2
19466,0|0,0|1,0|0,0|1
18708,1|1,0|0,0|0,2|2
19469,0|1,1|1,0|0,2|3
17967,1|1,0|0,0|0,1|1
17970,0|1,0|0,0|0,1|1
21508,0|4,0|1,0|0,0|3
22193,0|2,1|2,0|0,1|1
18720,0|2,0|0,0|0,0|1
3427,3|6,0|0,0|0,0|1
21482,4|5,0|0,0|0,0|0
16568,0|2,0|0,0|0,0|0
18713,1|3,0|1,0|0,0|0
20143,0|4,0|0,1|1,0|1
20195,1|2,0|0,0|0,0|0
21511,0|1,0|0,0|0,0|0
6313,1|3,0|0,0|0,0|0
8682,0|3,1|1,0|0,0|0
9991,1|4,0|0,0|0,0|0
4096,2|2,0|0,0|0,0|0
20838,1|1,0|0,0|0,0|0
17957,1|4,0|0,0|0,0|0
17954,3|7,0|0,0|0,0|0
17222,4|4,0|1,0|0,0|0
5926,0|5,0|0,0|0,0|0
6706,0|2,0|0,0|0,0|1
526,3|5,2|2,0|0,0|0
2148,5|5,0|0,0|0,0|0
4090,3|3,1|1,0|0,2|2
5903,0|1,1|1,0|0,4|4
12420,0|2,0|0,0|0,1|1
11373,2|2,0|0,0|0,1|1
4466,1|3,0|0,0|0,1|2
7463,1|4,0|0,0|0,0|0
9581,0|3,0|0,0|0,0|1
7075,0|2,0|0,0|0,1|1
9970,0|3,0|0,0|0,0|0
9163,0|2,0|0,0|0,0|0
7873,1|1,0|0,0|0,1|1
548,2|4,0|2,0|0,0|0
10000107,2|3,1|1,0|0,0|1
22197,0|3,0|0,0|1,0|0
19422,3|3,1|1,1|1,2|2
4443,2|4,0|0,1|1,2|2
9145,0|0,1|1,1|1,0|0
7864,0|2,0|0,0|1,0|0
2462,2|4,0|0,0|0,1|1
10000946,4|4,2|2,0|0,0|2
11845,2|2,0|0,0|0,0|0
9574,1|1,0|0,0|0,1|1
9985,1|2,0|0,0|0,1|2
9980,3|6,0|0,0|0,0|0
9156,1|3,0|0,0|0,0|1
20819,2|2,1|1,0|0,0|0
18747,2|2,0|0,0|1,0|1
1226,3|6,0|0,0|0,0|0
10000677,10|10,0|0,0|0,0|0
19438,0|2,0|0,0|0,0|1
15881,0|2,0|0,0|2,0|0
20172,0|4,0|0,0|0,0|0
19426,0|0,3|3,0|0,0|1
15861,0|1,1|2,0|0,0|0
17994,0|3,0|2,0|0,0|0
15863,3|3,0|2,2|3,3|4
19463,0|1,1|2,0|0,0|0
20170,0|0,0|1,0|0,0|1
19423,1|2,0|1,0|0,0|0
19435,2|2,1|1,0|0,0|0
17963,2|4,2|2,1|1,1|1
1862,2|4,0|3,0|0,0|0
2146,1|6,0|2,0|0,0|0
1242,2|2,0|3,0|0,0|0
2471,0|5,0|3,0|0,0|0
531,0|0,0|1,0|0,0|0
7062,0|2,0|1,0|0,0|0
8244,2|3,1|1,0|0,1|1
8270,1|4,0|1,0|0,0|0
6713,1|1,1|3,0|0,0|0
9971,0|0,1|1,0|0,0|0
8266,1|1,2|2,0|0,0|0
7892,1|2,0|1,0|0,1|1
7098,0|4,0|1,0|0,1|1
21499,0|2,0|1,0|1,0|0
20156,0|1,0|1,0|0,0|0
20832,2|2,1|1,0|0,0|0
15887,0|3,0|2,0|2,0|0
10469,3|5,0|2,0|0,0|0
10925,0|3,0|1,0|0,0|0
4459,0|4,0|0,0|0,1|1
3770,0|3,0|0,0|0,0|0
17238,1|4,0|0,0|0,2|2
17977,0|2,0|0,1|2,0|1
20145,0|3,0|0,0|0,0|2
6307,0|3,0|0,0|0,0|1
6279,4|5,0|1,0|0,0|2
12950,0|3,0|0,0|1,0|0
14585,1|2,0|0,0|1,0|0
15245,0|1,0|1,0|1,0|0
12995,1|1,0|0,0|1,0|0
13472,0|0,0|0,1|1,0|0
14610,0|1,1|1,1|1,0|0
5165,0|2,0|0,0|0,0|1
5542,0|4,0|0,0|0,1|1
5915,3|4,0|0,0|0,2|2
3082,5|6,0|0,0|0,2|2
12380,1|1,0|0,1|1,0|0
20843,0|2,1|1,1|1,0|0
18732,0|3,0|1,1|1,0|0
20831,1|3,0|1,0|1,0|0
22185,1|3,0|0,1|1,0|0
17974,2|2,0|0,1|1,1|1
13980,0|3,0|1,0|0,0|0
13457,0|3,0|0,0|0,0|0
20179,0|2,1|1,0|0,0|0
20184,0|1,0|0,0|0,0|0
20829,0|2,0|0,0|0,0|0
6715,1|3,0|0,0|0,0|0
9590,1|2,0|0,0|0,1|1
6327,0|2,0|0,0|0,0|1
8709,0|1,0|0,0|0,1|1
4457,2|4,0|0,0|0,0|0
3073,1|2,0|0,0|0,0|1
5149,1|4,0|0,0|0,0|0
5938,0|3,0|0,0|0,0|0
5918,1|3,0|1,0|1,2|3
9152,0|1,0|2,0|0,0|0
6671,2|4,0|0,1|1,0|0
8700,0|4,0|0,0|0,0|0
6303,0|4,0|0,0|0,0|0
6688,1|4,1|1,0|0,2|2
9592,0|4,0|0,0|0,0|0
7881,0|1,0|1,0|0,0|1
7855,0|2,0|0,0|0,0|0
8701,0|4,0|2,0|0,0|0
9966,0|2,0|0,0|0,1|1
5919,0|3,0|0,0|0,1|2
12973,0|2,0|0,0|0,0|0
14586,1|3,0|0,0|0,0|0
13469,0|3,0|0,0|0,0|0
10941,1|2,0|0,0|0,0|0
15216,0|1,0|0,0|0,0|0
12430,0|1,0|0,0|0,0|0
21504,0|3,0|0,0|0,0|0
18710,0|1,0|0,0|0,1|1
1227,1|2,1|2,0|0,0|0
495,2|5,0|1,0|0,0|0
22169,0|2,0|0,0|0,0|0
20189,0|4,0|0,0|0,0|1
21507,0|3,0|0,0|0,0|0
21526,0|5,0|0,0|0,0|0
18696,1|2,0|1,0|0,0|0
18727,0|2,0|0,0|0,0|0
22186,0|2,0|0,0|0,1|1
18709,1|2,1|1,0|0,0|0
17250,0|1,1|1,0|0,0|0
15877,1|4,0|0,1|2,0|0
18701,1|2,0|0,0|0,1|1
15901,1|4,0|0,0|1,0|1
18734,1|3,0|0,0|0,0|1
18737,2|5,0|0,1|1,1|1
13976,1|1,0|0,0|0,0|0
14014,0|1,0|0,0|0,0|0
14570,0|2,0|0,0|0,0|0
13463,1|3,1|1,0|0,1|1
21524,0|4,0|0,0|0,0|0
17240,1|5,0|0,0|0,0|0
21509,4|4,0|1,0|0,0|0
21528,0|5,0|1,0|0,0|1
20842,2|5,0|0,1|1,0|0
20810,2|2,0|0,0|0,0|0
20841,0|6,0|0,0|0,0|0
14609,0|2,0|0,0|0,0|0
14566,4|6,0|0,0|0,0|1
7480,3|5,0|1,0|0,0|0
6696,0|1,0|1,0|0,0|0
9563,1|1,0|2,0|0,1|1
2448,7|7,1|2,1|1,0|0
9153,0|1,0|0,0|0,0|0
9158,0|2,0|1,0|0,1|1
7479,1|3,0|0,0|0,1|1
11388,0|0,0|0,0|1,0|0
13992,1|1,0|0,1|1,0|1
1562,4|4,1|1,0|1,1|2
13489,0|2,0|0,0|0,0|2
11387,0|2,0|0,0|0,1|1
12988,0|1,0|0,0|0,0|1
11846,0|3,0|1,0|0,0|2
21492,1|2,0|0,0|0,0|1
19425,3|3,0|0,0|0,2|2
17958,3|3,0|0,0|0,1|1
18702,1|3,0|0,0|0,0|1
17255,0|1,0|1,1|1,0|1
20167,0|1,0|0,2|2,1|1
9978,0|1,0|0,0|0,1|1
8707,0|1,0|0,0|0,1|1
7094,0|1,0|0,0|0,4|5
14019,0|1,1|1,0|1,0|0
12415,0|3,0|0,0|0,0|0
1848,1|1,0|3,0|0,0|0
10000312,5|7,0|2,0|0,0|2
5551,0|4,0|1,0|1,0|0
4088,0|0,0|0,1|1,0|0
4091,2|5,0|0,0|0,1|1
2769,3|3,2|2,0|1,2|5
10934,0|3,0|0,0|0,0|1
11395,1|1,0|0,0|0,0|0
15202,3|4,0|0,0|0,0|0
16526,2|2,0|0,0|0,0|0
22184,0|5,0|0,0|0,0|0
7888,0|4,0|0,0|0,0|0
7879,0|2,0|1,0|0,0|0
7486,1|1,0|0,0|0,0|1
9564,1|2,0|1,0|0,1|1
1537,2|6,0|1,0|0,0|0
2152,5|6,1|1,1|1,0|0
1230,1|2,0|1,0|0,0|0
10000698,2|6,1|2,0|0,0|0
9583,0|3,0|0,0|0,1|1
6709,1|2,0|1,0|0,0|0
7481,0|1,0|0,0|0,0|0
1846,2|2,1|1,0|0,2|2
9140,0|1,0|0,0|0,1|1
6312,1|2,0|0,0|0,1|1
7847,3|4,0|0,0|0,1|1
8687,2|2,0|0,0|0,0|0
7890,0|3,0|1,0|0,0|0
7839,0|3,0|0,0|0,2|2
22180,0|5,0|1,1|1,0|1
4094,0|5,1|2,0|0,0|0
8685,2|2,0|1,0|0,0|0
7083,0|2,0|0,0|0,1|2
6318,0|1,0|0,0|0,0|0
9567,1|1,0|0,0|0,0|0
18714,4|4,0|0,0|0,0|0
18715,0|2,0|0,0|0,0|0
7066,3|3,0|0,0|0,0|0
6681,1|5,0|1,0|0,0|1
9996,0|2,0|0,0|0,0|0
523,2|2,3|3,1|1,0|0
2463,4|4,1|1,0|0,1|1
22202,1|2,0|0,0|0,0|1
19437,1|2,0|0,0|0,0|0
20168,0|3,0|1,0|1,0|0
18007,1|2,0|0,0|0,0|0
17991,1|2,0|0,0|0,0|0
15899,2|4,0|1,0|1,0|0
22164,3|6,0|0,0|0,0|0
7085,0|3,0|0,0|0,0|0
6282,5|6,1|2,0|0,2|3
20181,5|5,0|0,0|0,1|1
22201,0|1,0|0,0|0,0|0
20837,0|3,0|0,0|0,0|0
22171,0|2,0|0,0|0,0|1
15891,0|1,0|0,0|2,1|2
18006,1|2,1|1,0|0,1|1
3765,0|4,0|1,0|0,0|0
21479,2|3,0|0,0|0,0|0
17987,0|6,0|0,0|1,0|1
16544,2|2,0|0,0|0,0|0
4798,0|4,0|0,0|0,0|0
20801,0|0,0|2,0|0,0|1
5518,0|2,1|1,0|0,0|0
10477,0|2,0|0,0|0,0|0
12412,1|3,0|0,0|0,0|0
6311,2|2,1|1,0|0,0|0
20825,0|3,0|1,0|0,0|0
20162,0|3,1|1,0|0,0|0
20154,0|3,0|0,1|1,0|0
16531,0|1,0|0,0|0,0|0
3758,1|1,1|1,0|0,1|1
9973,0|2,0|1,0|0,0|0
1000025,1|1,0|1,0|0,0|0
12963,0|1,1|1,0|0,0|0
12942,0|1,0|1,0|0,0|0
14599,1|1,1|1,0|0,0|0
7887,2|2,1|1,1|1,0|0
1531,4|4,1|1,0|0,2|2
1246,1|3,0|1,0|0,0|0
2164,1|1,0|1,0|0,0|1
10000491,4|4,1|2,0|0,0|0
10000343,1|1,2|2,0|0,0|1
2150,1|1,2|3,0|0,0|0
8708,1|4,1|1,0|0,0|0
9562,0|0,1|2,0|0,1|1
9976,0|1,1|1,0|0,0|0
9154,0|2,0|1,0|0,0|0
19433,2|2,0|0,1|1,0|0
18719,0|2,0|0,1|1,2|2
18005,1|3,0|0,1|1,0|0
6288,0|1,1|1,0|0,0|1
6281,3|5,0|1,0|0,2|2
6684,1|1,0|0,0|0,0|0
7092,0|4,0|1,0|0,0|0
9561,0|2,0|0,0|0,0|0
8249,1|2,0|0,0|0,0|0
17236,0|3,0|0,0|0,1|1
15862,1|3,0|1,3|4,1|5
20193,0|3,0|0,0|0,0|0
20177,0|1,0|0,0|0,0|0
21487,2|5,0|0,1|1,0|0
10000809,2|2,0|1,0|0,0|0
6324,0|1,0|0,0|0,0|0
9565,2|2,0|0,0|0,0|0
7851,0|1,0|0,0|0,0|1
7869,0|1,0|0,0|0,0|2
7468,2|3,0|0,0|0,2|2
17244,0|3,0|0,0|0,0|1
20176,2|4,0|0,0|0,0|1
7501,1|1,1|1,0|0,0|0
7102,1|2,0|0,0|0,0|0
8258,1|4,0|0,0|0,1|1
7086,1|2,0|0,0|0,0|0
5151,1|5,1|1,0|1,0|0
15895,1|1,0|0,0|2,0|0
12390,3|3,1|1,0|0,0|0
2782,2|2,0|0,1|1,0|0
12962,1|5,0|0,1|1,0|0
6662,1|1,0|0,0|0,0|0
2765,1|2,1|2,0|2,4|5
10944,0|1,0|0,0|0,1|1
6701,0|2,0|1,0|0,0|0
6658,0|3,0|0,0|1,0|1
8711,2|2,0|0,0|0,0|0
8272,0|1,0|0,0|0,2|2
9990,0|1,0|0,0|0,1|1
17223,0|0,0|2,0|0,0|0
1545,0|2,0|2,0|0,0|0
1000082,2|2,0|0,0|0,1|1
10000363,4|4,1|2,0|0,0|1
15894,0|2,0|0,0|2,0|0
21489,0|3,0|1,0|0,0|0
19446,2|3,1|1,0|0,0|0
17950,5|5,2|2,0|0,0|0
16537,1|3,0|1,0|0,0|0
15865,1|3,1|2,1|3,3|4
11402,0|1,1|1,0|0,0|0
12954,0|0,1|1,0|0,0|0
11885,0|1,1|1,0|0,1|1
11390,1|1,2|2,0|0,0|0
13987,0|2,1|1,0|0,0|0
13440,0|2,0|1,0|0,0|0
5889,0|3,0|1,0|0,0|0
7854,0|1,0|1,0|0,0|0
8684,1|2,1|1,0|0,0|0
8280,0|0,1|2,0|0,1|1
7069,0|2,0|0,0|0,1|1
12983,0|3,1|1,0|0,0|0
12398,0|3,0|0,0|0,0|0
13454,0|2,0|0,0|0,0|0
15855,2|3,0|0,1|1,0|0
17212,2|3,0|0,0|0,0|0
20183,1|4,0|0,0|0,0|0
905,2|4,0|1,0|0,0|0
13480,0|3,0|0,0|0,0|0
9974,0|1,0|0,0|0,0|0
14607,0|2,0|0,0|0,0|0
10952,0|1,0|0,0|0,0|0
14590,0|3,0|0,0|0,0|0
3102,1|2,0|0,0|0,1|1
11848,0|2,0|0,0|0,0|0
10470,0|2,0|0,0|0,0|0
1248,1|1,0|1,0|0,1|1
2169,1|2,0|0,0|1,0|0
20199,1|4,0|0,0|0,1|1
13460,0|1,1|1,0|0,0|0
7496,1|3,0|0,0|0,1|1
6705,1|1,0|0,0|0,1|1
22195,0|2,0|1,0|0,0|1
7866,0|1,0|0,0|0,1|1
8262,1|1,0|0,0|0,1|1
19472,0|0,0|1,0|0,0|1
17976,0|0,0|0,0|0,1|1
11383,0|0,0|0,0|0,1|1
12392,2|3,0|0,0|0,1|1
14018,2|4,0|0,0|0,1|1
11884,0|3,0|0,0|0,1|1
10931,0|2,0|0,0|0,1|1
11860,0|1,0|0,0|0,1|1
5941,1|5,0|0,0|0,0|2
6314,0|2,0|0,0|1,0|1
9131,0|0,0|0,1|1,0|0
17233,0|0,0|0,0|1,1|2
14009,0|0,0|0,0|0,1|2
14598,0|4,0|0,0|0,0|1
18745,3|3,0|0,0|0,0|0
17213,2|3,0|0,0|0,1|1
6721,1|3,0|0,0|0,0|0
6317,0|3,0|0,0|0,0|0
11851,1|3,0|1,1|1,0|0
20823,1|2,0|0,0|0,0|0
12998,0|1,0|2,0|0,0|0
10444,1|1,0|0,1|1,0|0
13488,0|4,1|1,0|0,0|0
10474,0|2,0|0,0|0,0|0
12399,1|2,0|0,0|0,0|0
12961,1|1,1|1,0|0,0|0
15246,0|2,0|0,0|0,0|0
15871,0|4,0|1,3|3,3|4
20808,4|4,0|0,0|0,0|0
8282,0|1,0|0,0|0,1|1
5512,0|2,0|0,0|0,0|0
7044,0|0,0|0,0|0,1|1
9150,0|0,0|0,0|0,1|1
7072,0|1,0|0,0|0,0|1
7089,1|2,0|0,0|0,1|1
7464,1|2,0|0,0|0,1|1
9141,0|1,0|0,0|0,1|1
7052,0|1,0|0,0|0,1|1
8694,0|0,0|0,0|0,1|1
7491,0|0,0|0,0|0,0|1
7880,0|0,0|0,0|0,1|1
7057,0|0,0|0,0|0,2|2
8254,0|1,0|0,1|1,1|1
7055,0|0,0|0,0|0,1|1
5892,1|1,0|0,0|0,1|1
21488,0|0,0|1,0|0,0|0
19445,1|1,0|0,0|0,0|0
17998,0|3,0|0,0|1,0|0
15906,0|1,0|0,1|1,0|0
17245,0|1,0|0,0|0,0|0
5514,1|2,0|0,0|0,0|0
17952,1|2,0|0,0|0,0|0
17211,0|0,0|0,0|0,1|1
20835,3|4,0|0,0|0,0|0
22178,1|1,0|0,0|0,0|0
10000545,1|1,0|1,0|0,0|0
16556,2|2,0|0,0|0,1|1
18697,1|1,0|0,0|0,1|1
20169,3|3,0|0,0|0,0|0
7877,0|0,0|0,0|0,1|1
18729,2|2,0|0,0|0,0|0
21480,0|1,0|1,0|0,0|0
17969,2|2,0|0,0|0,0|0
10438,0|0,1|1,0|0,0|0
7858,1|1,0|0,0|0,0|0
7467,0|1,0|0,0|0,0|0
6692,0|1,0|0,0|0,0|0
9576,0|2,0|0,0|0,0|0
14601,1|2,0|0,0|0,0|0
5527,0|2,0|0,0|0,0|0
15896,1|3,0|0,0|1,0|0
21515,0|3,0|0,1|1,0|0
17962,1|2,0|0,0|0,0|0
20174,1|3,0|0,0|0,0|0
17965,1|1,0|0,0|0,0|0
20157,0|1,0|0,0|0,1|1
15884,0|1,0|0,2|2,0|0
22165,0|2,0|0,0|0,0|0
22200,0|2,0|0,0|0,0|0
21502,0|2,0|0,0|0,0|0
18721,2|2,0|0,0|0,0|0
16557,1|1,0|0,0|0,0|0
20153,0|2,0|0,0|0,0|0
22192,0|2,0|0,0|0,0|0
12944,1|2,0|0,0|0,0|0
6693,0|1,0|0,0|0,0|0
12406,1|2,0|0,0|0,0|0
16555,0|1,0|0,0|0,0|0
13462,0|0,0|0,0|0,1|1
11366,0|2,0|0,0|0,0|0
12377,0|1,0|0,0|0,0|0
11392,1|2,0|0,0|0,0|0
7469,0|0,0|0,1|1,0|0
11843,1|1,0|0,0|0,0|0
12969,1|1,0|0,0|0,0|0
8275,0|1,0|0,0|0,0|0
9578,0|1,0|0,0|0,0|0
15231,1|1,0|0,0|0,0|0
12990,1|1,0|0,0|0,0|0
12947,0|1,0|0,0|0,0|0
15232,0|0,1|1,0|1,0|0
9160,1|1,0|0,0|0,0|0
6695,1|1,0|0,0|0,0|0
16554,0|0,0|0,0|0,0|1
1000070,1|3,0|0,0|0,1|5
1000074,1|2,0|0,0|0,1|4
1000088,1|2,0|0,0|0,1|4
10000109,2|2,0|0,0|0,2|5
10000113,1|2,0|0,0|0,2|4
10000116,0|2,0|0,0|0,0|4
10000117,1|3,0|0,0|0,0|4
10000118,2|2,0|0,0|0,2|4
10000119,1|2,0|0,0|0,2|4
10000120,0|2,0|1,0|0,0|2
15870,0|1,0|1,1|3,2|3
6276,2|3,0|1,0|0,2|4
6278,3|3,1|1,0|0,0|2
18718,1|1,0|0,0|0,0|0
6293,0|0,1|1,0|0,0|0
1000014,1|2,0|0,0|0,0|0
100001044,0|1,0|0,0|0,0|0
1000020,1|1,0|0,0|0,0|0
10000835,2|2,0|0,0|0,0|0
10000340,1|1,0|0,0|0,0|0
10000974,1|1,0|0,0|0,0|0
10000365,0|1,0|1,0|0,0|0
10000511,1|1,0|0,0|0,0|1
10000516,0|1,0|0,0|0,0|0
10000468,2|2,0|0,0|0,0|0
10000654,1|1,0|0,0|0,0|0
10000743,1|1,1|1,0|0,1|1
10000315,1|1,0|0,0|0,0|0
10000384,0|1,0|0,0|0,0|0
10000902,1|1,0|0,0|0,0|0
10000283,1|1,0|0,0|0,0|0
10000728,1|1,0|0,0|0,1|1
10000903,1|1,0|0,0|0,0|0
10000948,1|1,0|0,0|0,1|1
13447,1|1,0|0,0|0,0|0
10000519,1|1,0|0,0|0,0|0
10000977,1|1,0|0,0|0,0|0
100001024,1|1,0|0,0|0,0|0
10000742,0|1,0|0,0|0,0|0
10000937,0|1,0|0,0|0,0|0
10000771,1|1,0|0,0|0,0|0
10000517,1|1,0|0,0|0,1|1
10000198,1|1,0|0,0|0,0|0
10000797,1|2,0|0,0|0,0|0
10000322,0|1,0|0,0|0,0|0
10000825,0|1,0|0,0|0,0|0
10000480,0|1,0|0,0|0,1|1
10000832,0|1,0|0,0|0,0|0
10000823,1|1,0|0,0|0,0|0
10000634,2|2,1|1,0|0,0|0
10000277,1|1,0|0,0|0,0|0
10000271,1|1,0|0,0|0,0|0
1000048,1|1,1|2,0|0,0|0
10000289,1|1,0|0,0|0,1|1
10000930,1|1,0|0,0|0,0|0
10000635,1|1,0|0,0|0,0|0
10000843,1|1,0|0,0|0,0|0
10000434,1|1,0|0,0|0,0|0
10000975,1|1,0|0,0|0,0|0
9589,1|1,0|0,0|0,0|0
10000270,0|0,0|0,0|0,0|1
1000050,0|0,0|0,0|0,0|1
1000058,0|0,0|0,0|0,0|1
10000518,0|0,0|0,0|0,0|1
10000134,0|0,0|0,0|0,2|2
10000656,0|0,0|0,0|0,1|2
100001022,0|0,0|0,0|0,1|2
10000594,0|0,0|0,0|0,0|1
10000973,0|0,0|0,0|0,1|1
10000243,0|0,0|0,0|0,1|1
10000509,0|0,0|0,0|0,1|1
10000657,0|0,0|0,0|0,1|1
10000682,0|0,0|0,0|0,1|1
10000734,0|0,0|0,0|0,1|1
10000760,0|0,0|0,0|0,0|1
10000487,0|0,0|0,0|0,0|1
10000947,0|0,0|0,0|0,1|1
10000707,0|0,0|0,0|0,0|1
10000562,0|0,0|1,0|0,0|0
10000266,0|0,0|1,0|0,0|0
10000423,0|0,1|1,0|0,0|0
10000629,0|0,0|1,0|0,0|0
10000220,0|0,0|1,0|0,0|0
